	Unnamed: 0	0	query	triples
130	130	Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?	Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?	"{""named_entities"": [""LaLee's Kin: The Legacy of Cotton"", ""Gimme Shelter""]}"
131	131	Which board game was published most recently, Pirate's Cove or Catan?	Which board game was published most recently, Pirate's Cove or Catan?	"{""named_entities"": [""Pirate's Cove"", ""Catan""]}"
132	132	Alice David is the voice of Lara Croft in a video game developed by which company ?	Alice David is the voice of Lara Croft in a video game developed by which company ?	"{""named_entities"": [""Alice David"", ""Lara Croft""]}"
133	133	"Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""?"	"Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""?"	"{""named_entities"": [""Eminem"", ""Unapologetic""]}"
134	134	"This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film? "	"This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film? "	"{""named_entities"": [""South Los Angeles"", ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury""]}"
135	135	SuperMansion starred the actress who had a recurring role as whom on Workaholics?	SuperMansion starred the actress who had a recurring role as whom on Workaholics?	"{""named_entities"": [""SuperMansion"", ""Workaholics""]}"
136	136	The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas?	The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas?	"{""named_entities"": [""1974"", ""Texas Tech Raiders"", ""Lubbock"", ""Texas""]}"
137	137	During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle?	During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle?	"{""named_entities"": [""Siege of Bharatpur"", ""Commander-in-Chief of Ireland"", ""Commander-in-Chief of India""]}"
138	138	For what type of work is the production company for The Year Without a Santa Claus best known?	For what type of work is the production company for The Year Without a Santa Claus best known?	"{""named_entities"": [""The Year Without a Santa Claus""]}"
139	139	"What year was the film that starred the composer for ""The Naked Brothers Band""?"	"What year was the film that starred the composer for ""The Naked Brothers Band""?"	"{""named_entities"": [""The Naked Brothers Band""]}"
140	140	The author of Sexual Politics attended which British University?	The author of Sexual Politics attended which British University?	"{""named_entities"": [""Sexual Politics"", ""British University""]}"
141	141	Who had the best singles ranking, Roberta Vinci or Jorge Lozano?	Who had the best singles ranking, Roberta Vinci or Jorge Lozano?	"{""named_entities"": [""Roberta Vinci"", ""Jorge Lozano""]}"
142	142	Both Truth in Science and Discovery embrace what campaign?	Both Truth in Science and Discovery embrace what campaign?	"{""named_entities"": [""Truth in Science"", ""Discovery""]}"
143	143	Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?	Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?	"{""named_entities"": [""Josey Scott"", ""Ian Watkins""]}"
144	144	The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?	The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?	"{""named_entities"": [""Queen of Blood"", ""Battle Beyond the Sun"", ""1959 Soviet feature""]}"
145	145	Who was born first, Erika Jayne or Marco Da Silva	Who was born first, Erika Jayne or Marco Da Silva	"{""named_entities"": [""Erika Jayne"", ""Marco Da Silva""]}"
146	146	When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?	When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?	"{""named_entities"": [""English"", ""local newspaper"", ""Forbury gardens""]}"
147	147	What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?	What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?	"{""named_entities"": [""Isles"", ""Aonghus Mór""]}"
148	148	Who is Bruce Spizer an expert on, known as the most influential act of the rock era?	Who is Bruce Spizer an expert on, known as the most influential act of the rock era?	"{""named_entities"": [""Bruce Spizer""]}"
149	149	"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?"	"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?"	"{""named_entities"": [""A Lot About Livin' (And a Little 'bout Love)""]}"
150	150	What occupation was shared by David Yates and Pietro Germi?	What occupation was shared by David Yates and Pietro Germi?	"{""named_entities"": [""David Yates"", ""Pietro Germi""]}"
151	151	Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year?	Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year?	"{""named_entities"": [""Marcus Wayne Garland"", ""Baltimore, Maryland"", ""American League""]}"
152	152	The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?	The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?	"{""named_entities"": [""Aimé Argand""]}"
153	153	"The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums?"	"The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums?"	"{""named_entities"": [""When Harry Met Sally""]}"
154	154	Are Broughtonia and Laeliocattleya both orchids?	Are Broughtonia and Laeliocattleya both orchids?	"{""named_entities"": [""Broughtonia"", ""Laeliocattleya"", ""orchids""]}"
155	155	Where was the world cup hosted that Algeria qualified for the first time into the round of 16?	Where was the world cup hosted that Algeria qualified for the first time into the round of 16?	"{""named_entities"": [""Algeria"", ""World Cup""]}"
156	156	Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?	Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?	"{""named_entities"": [""Seven Days Battles"", ""Battle of Manila""]}"
157	157	What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?	What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?	"{""named_entities"": [""ABQ Uptown"", ""Poole"", ""Dorset"", ""United Kingdom""]}"
158	158	What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?	What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?	"{""named_entities"": [""Brook Bar"", ""Trafford bar""]}"
159	159	"The song ""Chim Chim Cher-ee"" can be heard  in the ""Mary Poppins"" scene of a Disney ride that debuted in what year?"	"The song ""Chim Chim Cher-ee"" can be heard  in the ""Mary Poppins"" scene of a Disney ride that debuted in what year?"	"{""named_entities"": [""Chim Chim Cher-ee"", ""Mary Poppins"", ""Disney""]}"
160	160	Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?	Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?	"{""named_entities"": [""Australian Parliament"", ""Speaker of the House of Representatives""]}"
161	161	Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?	Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?	"{""named_entities"": [""Australia"", ""2022 FIFA World Cup"", ""October 22, 1930""]}"
162	162	What major city is the Faith Lutheran Middle School and High School located by?	What major city is the Faith Lutheran Middle School and High School located by?	"{""named_entities"": [""Faith Lutheran Middle School and High School""]}"
163	163	What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?	What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?	"{""named_entities"": [""British"", ""singer-songwriter"", ""16th Annual Young Hollywood Awards""]}"
164	164	Who did the Star and Dagger bass player marry?	Who did the Star and Dagger bass player marry?	"{""named_entities"": [""Star and Dagger"", ""bass player""]}"
165	165	In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on?	In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on?	"{""named_entities"": [""2017"", ""Center for Veterinary Medicine"", ""U.S. Department of Health and Human Services""]}"
